case_id,case_title,case_citation,parallel_cite,filed_date,not_rule36,number_of_patents,note,patent1,patent1_cpc,patent1_find_error,patent1_reverse,patent2,patent2_cpc,patent2_find_error,patent2_reverse,patent3,patent3_cpc,patent3_find_error,patent3_reverse,patent4,patent4_cpc,patent4_find_error,patent4_reverse,patent5,patent5_cpc,patent5_find_error,patent5_reverse,patent6,patent6_cpc,patent6_find_error,patent6_reverse,patent7,patent7_cpc,patent7_find_error,patent7_reverse
1809,"Exigent Technology, Inc. v. Atrana Solutions, Inc.",442 F.3d 1301,64 Fed.R.Serv.3d 433,22/3/2006,1,1,,6651885,G06Q20/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1810,Wilson Sporting Goods Co. v. Hillerich & Bradsby Co.,442 F.3d 1322,78 U.S.P.Q.2d 1382,23/3/2006,1,1,,5415398,A63B59/51,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1811,"On Demand Machine Corp. v. Ingram Industries, Inc.",442 F.3d 1331,78 U.S.P.Q.2d 1428,31/3/2006,1,1,,5465213,G06Q30/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1814,"Semitool, Inc. v. Dynamic Micro Systems Semiconductor Equipment GmbH",444 F.3d 1337,78 U.S.P.Q.2d 1438,6/4/2006,1,3,,5562113,H01L21/67017,0,0,5738128,H01L21/67017,0,0,5972127,H01L21/67017,0,0,,,,,,,,,,,,,,,,
1817,"Lava Trading, Inc. v. Sonic Trading Management, LLC",445 F.3d 1348,78 U.S.P.Q.2d 1624,19/4/2006,1,1,,6278982,G06Q40/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1818,"Bruckelmyer v. Ground Heaters, Inc.",445 F.3d 1374,78 U.S.P.Q.2d 1684,20/4/2006,1,2,,5567085,E02D27/35,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1831,"Fuzzysharp Technologies Inc. v. 3DLabs Inc., Ltd.",447 Fed.Appx. 182,2011 WL 5248297,4/11/2011,1,2,district court failed to construct,6172679,G06T15/40,1,1,6618047,G06T15/40,1,1,,,,,,,,,,,,,,,,,,,,
1832,Old Town Canoe Co. v. Confluence Holdings Corp.,448 F.3d 1309,78 U.S.P.Q.2d 1705,9/5/2006,1,1,,4836963,B29C41/22,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1833,Applied Medical Resources Corp. v. U.S. Surgical Corp.,448 F.3d 1324,78 U.S.P.Q.2d 1807,15/5/2006,1,1,,5385553,A61M39/06,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1845,"Inpro II Licensing, S.A.R.L. v. T-Mobile USA, Inc.",450 F.3d 1350,78 U.S.P.Q.2d 1786,11/5/2006,1,1,,6523079,G06Q30/0601,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1846,Agfa Corp. v. Creo Products Inc.,451 F.3d 1366,79 U.S.P.Q.2d 1385,26/6/2006,1,1,Judge Newman dissents regarding claim construction,5655452,B65H3/0816,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1847,Panduit Corp. v. HellermannTyton Corp.,451 F.3d 819,79 U.S.P.Q.2d 1053,12/6/2006,1,1,,5998732,H02G3/105,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1848,"Primos, Inc. v. Hunter's Specialties, Inc.",451 F.3d 841,79 U.S.P.Q.2d 1129,14/6/2006,1,1,,5520567,A01M31/06,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1849,Yoon Ja Kim v. Earthgrains Co.,451 Fed.Appx. 922,2011 WL 6118496,9/12/2011,1,1,,RE36355,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1858,"Honeywell Intern., Inc. v. ITT Industries, Inc.",452 F.3d 1312,79 U.S.P.Q.2d 1294,22/6/2006,1,1,,5164879,B01D27/08,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1860,"Zircon Corp. v. Stanley Black & Decker, Inc.",452 Fed.Appx. 966,2011 WL 4590392,5/10/2011,1,1,,7116091,G01V3/088,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1862,"Roche Diagnostics Operations, Inc. v. Lifescan Inc.",452 Fed.Appx. 989,2012 WL 572851,25/1/2012,1,2,,7276146,C12Q1/001,0,0,7276147,G01N27/3272,0,0,,,,,,,,,,,,,,,,,,,,
1863,"LG Electronics, Inc. v. Bizcom Electronics, Inc.",453 F.3d 1364,79 U.S.P.Q.2d 1443,7/7/2006,1,4,,4918645,G11C8/12,1,1,4939641,G06F12/0833,1,1,5379379,G06F13/1631,1,1,5892509,G06F3/0488,1,1,,,,,,,,,,,,
1865,"Smith & Nephew, Inc. v. Arthrex, Inc.",453 Fed.Appx. 977,2011 WL 2438633,20/6/2011,1,1,,5645588,A61F2/0805,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1869,"Flex-Rest, LLC v. Steelcase, Inc.",455 F.3d 1351,80 U.S.P.Q.2d 1620,13/7/2006,1,2,,5709489,A47B21/0314,0,0,5961231,A47B21/0371,0,0,,,,,,,,,,,,,,,,,,,,
1874,"ICHL, LLC v. Sony Electronics, Inc.",455 Fed.Appx. 978,2011 WL 6415043,22/12/2011,1,1,,4884631,F28F3/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1876,"Pfizer, Inc. v. Ranbaxy Laboratories Ltd.",457 F.3d 1284,79 U.S.P.Q.2d 1583,2/8/2006,1,2,,4681893,C07D405/06,0,0,5273995,C07D405/06,0,0,,,,,,,,,,,,,,,,,,,,
1877,"Amgen Inc. v. Hoechst Marion Roussel, Inc.",457 F.3d 1293,79 U.S.P.Q.2d 1705,3/8/2006,1,1,,5955422,C07K14/505,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1878,Xerox Corp. v. 3Com Corp.,458 F.3d 1310,80 U.S.P.Q.2d 1916,8/6/2006,1,1,,5596656,G06F3/04883,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1880,"Serio-US Industries, Inc. v. Plastic Recovery Technologies Corp.",459 F.3d 1311,80 U.S.P.Q.2d 1065,10/8/2006,1,2,,5094358,E05B15/0093,0,0,5662364,B65F1/1615,0,0,,,,,,,,,,,,,,,,,,,,
1882,"North American Oil Co., Inc. v. Star Brite Distributing, Inc.",46 Fed.Appx. 629,2002 WL 31060488,17/9/2002,1,1,,5250598,C09D127/06,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1883,"Advanced Communication Design, Inc. v. Premier Retail Networks, Inc.",46 Fed.Appx. 964,2002 WL 31108793,23/9/2002,1,1,,6133908,G07F17/305,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1884,"Conoco, Inc. v. Energy & Environmental Intern., L.C.",460 F.3d 1349,79 U.S.P.Q.2d 1801,17/8/2006,1,2,,5244937,F17D1/17,0,0,6172151,C09K3/00,0,0,,,,,,,,,,,,,,,,,,,,
1885,"Cook Biotech Inc. v. Acell, Inc.",460 F.3d 1365,79 U.S.P.Q.2d 1865,18/8/2006,1,1,,5554389,A61L27/3683,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1886,"Marshall Patent Holdings, LLC v. U.S. South Communications, Inc.",461 Fed.Appx. 926,2011 WL 7461074,9/11/2011,1,2,It is an order without patent number,5790636,H04M15/745,0,0,6295344,H04M15/745,0,0,,,,,,,,,,,,,,,,,,,,
1890,"Massachusetts Institute of Technology and Electronics For Imaging, Inc. v. Abacus Software",462 F.3d 1344,80 U.S.P.Q.2d 1225,13/9/2006,1,1,Judge Michel dissents regarding claim construction,4500919,H04N1/6005,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1891,"Ormco Corp. v. Align Technology, Inc.",463 F.3d 1299,79 U.S.P.Q.2d 1931,30/8/2006,1,2,,6554611,A61C7/00,1,1,6398548,A61C7/08,1,1,,,,,,,,,,,,,,,,,,,,
1898,"Alza Corp. v. Mylan Laboratories, Inc.",464 F.3d 1286,80 U.S.P.Q.2d 1001,6/9/2006,1,1,,6124355,A61K9/0004,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1909,"Yoon Ja Kim v. ConAgra Foods, Inc.",465 F.3d 1312,80 U.S.P.Q.2d 1495,20/9/2006,1,1,,RE36355,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1910,"SRAM Corp. v. AD-II Engineering, Inc.",465 F.3d 1351,80 U.S.P.Q.2d 1363,2/10/2006,1,1,,4900291,G05G7/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1911,"Medtronic, Inc. v. Guidant Corp.",465 F.3d 1360,80 U.S.P.Q.2d 1558,12/10/2006,1,1,,RE38119,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1916,"Aero Products Intern., Inc. v. Intex Recreation Corp.",466 F.3d 1000,80 U.S.P.Q.2d 1481,2/10/2006,1,1,,5367726,A47C27/081,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1934,"O2 Micro Intern. Ltd. v. Monolithic Power Systems, Inc.",467 F.3d 1355,80 U.S.P.Q.2d 1769,15/11/2006,1,1,,5634550,B65G17/08,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1935,"Abraxis Bioscience, Inc. v. Mayne Pharma (USA) Inc.",467 F.3d 1370,80 U.S.P.Q.2d 1705,15/11/2006,1,3,,5714520,A61K31/05,1,1,5731355,A61K9/1075,1,1,5731356,A61K9/1075,1,1,,,,,,,,,,,,,,,,
1958,"Impax Laboratories, Inc. v. Aventis Pharmaceuticals Inc.",468 F.3d 1366,81 U.S.P.Q.2d 1001,20/11/2006,1,1,,5527814,A61K31/425,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1973,"DePuy Spine, Inc. v. Medtronic Sofamor Danek, Inc.",469 F.3d 1005,80 U.S.P.Q.2d 1865,20/11/2006,1,1,,5207678,A61B17/7037,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,"Optivus Technology, Inc. v. Ion Beam Applications S.A.",469 F.3d 978,80 U.S.P.Q.2d 1839,16/11/2006,1,2,,4870287,A61N5/1079,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1985,"Learning Curve Brands v. Munchkin, Inc.",469 Fed.Appx. 908,2012 WL 1326679,30/3/2012,1,1,,7185784,A47G19/2272,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1995,Eastman Chemical Co. v. Aktiengesellschaft,47 Fed.Appx. 566,2002 WL 31085363,17/9/2002,1,1,,5118856,C07C45/676,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,"Zevo Golf Co., Inc. v. Karsten Mfg. Corp.",47 Fed.Appx. 933,2002 WL 31175474,1/10/2002,1,1,,5851155,A63B53/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2010,"DSU Medical Corp. v. JMS Co., Ltd.",471 F.3d 1293,81 U.S.P.Q.2d 1238,13/12/2006,1,1,,5112311,A61M25/0637,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2011,"L & W, Inc. v. Shertech, Inc.",471 F.3d 1311,67 Fed.R.Serv.3d 156,14/12/2006,1,1,,5670264,E04B1/78,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Abbott Laboratories v. Baxter Pharmaceutical Products, Inc.",471 F.3d 1363,80 U.S.P.Q.2d 1860,9/11/2006,1,1,,5990176,A61K47/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020,"Planet Bingo, LLC v. GameTech Intern., Inc.",472 F.3d 1338,81 U.S.P.Q.2d 1145,13/12/2006,1,2,,5482289,A63F3/0645,0,0,5727786,A63F3/0645,0,0,,,,,,,,,,,,,,,,,,,,
2022,"Ventana Medical Systems, Inc. v. Biogenex Laboratories, Inc.",473 F.3d 1173,81 U.S.P.Q.2d 1314,29/12/2006,1,1,Judge Lourie dissented,6352861,G01N35/10,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2023,"Abbott Laboratories v. Andrx Pharmaceuticals, Inc.",473 F.3d 1196,81 U.S.P.Q.2d 1289,5/1/2007,1,2,,6010718,A61K31/7048,0,0,6551616,A61K31/7048,0,0,,,,,,,,,,,,,,,,,,,,
2024,"E-Pass Technologies, Inc. v. 3Com Corp",473 F.3d 1213,81 U.S.P.Q.2d 1385,12/1/2007,1,1,,5276311,G07F7/1008,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2025,"Sanofi-Aventis Deutschland GmbH v. Genentech, Inc.",473 Fed.Appx. 885,2012 WL 1178059,22/3/2012,1,2,,5849522,C12N15/85,0,0,6218140,C12N15/85,0,0,,,,,,,,,,,,,,,,,,,,
2033,"MBO Laboratories, Inc. v. Becton, Dickinson & Co.",474 F.3d 1323,81 U.S.P.Q.2d 1661,24/1/2007,1,1,,RE36885,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2034,"Andersen Corp. v. Fiber Composites, LLC",474 F.3d 1361,81 U.S.P.Q.2d 1545,26/1/2007,1,6,,5827607,C08L97/02,0,0,5932334,C08L97/02,0,0,6015611,C08L97/02,0,0,6015612,C08L97/02,0,0,5486533,C07D231/12,1,1,5539027,C08J5/045,1,1,,,,
2046,"Ortho-McNeil Pharmaceutical, Inc. v. Caraco Pharmaceutical Laboratories, Ltd.",476 F.3d 1321,81 U.S.P.Q.2d 1427,19/1/2007,1,1,,5336691,A61K31/165,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2047,"Dippin' Dots, Inc. v. Mosey",476 F.3d 1337,"2007-1 Trade Cases P 75,590",9/2/2007,1,1,,5126156,A23G9/52,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2049,"MyMail, Ltd. v. America Online, Inc.",476 F.3d 1372,81 U.S.P.Q.2d 1832,20/2/2007,1,1,,6571290,G06F3/04847,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2051,"Creative Internet Advertising Corp. v. Yahoo!, Inc.",476 Fed.Appx. 724,2011 WL 1522414,22/4/2011,1,1,District court erred in leaving a central question of claim construction to the jury; judge Clevenger dissents regarding claim construction,6205432,G06Q10/107,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2052,Smartmetric Inc. v. American Exp. Co.,476 Fed.Appx. 742,2012 WL 1367398,11/4/2012,1,1,,6792464,G07F7/1008,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2064,"Hakim v. Cannon Avent Group, PLC",479 F.3d 1313,81 U.S.P.Q.2d 1900,23/2/2007,1,2,,6321931,B65D43/0231,0,0,6357620,A47G19/2272,0,0,,,,,,,,,,,,,,,,,,,,
2070,"Liebel-Flarsheim Co. v. Medrad, Inc.",481 F.3d 1371,82 U.S.P.Q.2d 1113,22/3/2007,1,4,,5456669,A61M5/14546,0,0,5658261,A61M5/14546,0,0,5662612,A61M5/14546,0,0,5928197,A61M5/14546,0,0,,,,,,,,,,,,
2071,"Central Admixture Pharmacy Services, Inc. v. Advanced Cardiac Solutions, P.C.",482 F.3d 1347,82 U.S.P.Q.2d 1293,3/4/2007,1,1,,4988515,A61K31/197,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2072,"ZapMedia Services, Inc. v. Apple Inc.",482 Fed.Appx. 533,2012 WL 1416265,25/4/2012,1,1,,7343414,H04N21/23109,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2073,"Intamin Ltd. v. Magnetar Technologies, Corp.",483 F.3d 1328,82 U.S.P.Q.2d 1545,18/4/2007,1,1,,6062350,H02K49/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2074,In re Omeprazole Patent Litigation,483 F.3d 1364,82 U.S.P.Q.2d 1643,23/4/2007,1,1,,6013281,A61K31/444,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2075,Acumed LLC v. Stryker Corp.,483 F.3d 800,82 U.S.P.Q.2d 1481,12/4/2007,1,1,,5472444,A61B17/72,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2076,"PODS, Inc. v. Porta Stor, Inc.",484 F.3d 1359,"2007 Copr.L.Dec. P 29,378",27/4/2007,1,1,,6071062,B60P1/6445,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2077,"In re Transaction Holdings Ltd., LLC",484 Fed.Appx. 469,2012 WL 1392647,23/4/2012,1,1,,6945457,G06Q20/102,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2078,"Walker Digital, LLC v. Microsoft Corp.",484 Fed.Appx. 496,2012 WL 1877600,24/5/2012,1,1,,6349295,G06F40/232,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2093,"Foremost in Packaging Systems, Inc. v. Cold Chain Technologies, Inc.",485 F.3d 1153,82 U.S.P.Q.2d 1606,2/5/2007,1,1,,5924302,F25D3/14,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2095,"Bass Pro Trademarks, L.L.C. v. Cabela's, Inc.",485 F.3d 1364,82 U.S.P.Q.2d 1364,6/4/2007,1,1,,5620227,A41D15/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2105,Motionless Keyboard Co. v. Microsoft Corp.,486 F.3d 1376,82 U.S.P.Q.2d 1801,29/5/2007,1,1,,5332322,B41J5/10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2109,Honeywell Intern. Inc. v. Universal Avionics Systems Corp.,488 F.3d 982,82 U.S.P.Q.2d 1886,25/5/2007,1,2,,5839080,G05D1/0676,1,1,6092009,G08G5/0021,0,0,,,,,,,,,,,,,,,,,,,,
2124,"Biomedino, LLC v. Waters Technologies Corp.",490 F.3d 946,83 U.S.P.Q.2d 1118,18/6/2007,1,1,,6602502,G01N33/94,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2128,"Saunders Group, Inc. v. Comfortrac, Inc.",492 F.3d 1326,83 U.S.P.Q.2d 1225,27/6/2007,1,1,,6899690,A61F5/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2129,"Young v. Lumenis, Inc.",492 F.3d 1336,83 U.S.P.Q.2d 1191,27/6/2007,1,1,,6502579,A61B18/203,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2134,"Honeywell Intern., Inc. v. Universal Avionics Systems Corp.",493 F.3d 1358,83 U.S.P.Q.2d 1425,3/7/2007,1,1,Judge Plager dissented,4914436,G05D1/0676,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2145,Jang v. Boston Scientific Corp.,493 Fed.Appx. 70,2012 WL 3590823,22/8/2012,1,2,,5954743,A61F2/915,1,1,5922021,A61F2/915,1,1,,,,,,,,,,,,,,,,,,,,
2149,"Laserfacturing, Inc. v. Old Carco Liquidation Trust",494 Fed.Appx. 72,2012 WL 4054135,17/9/2012,1,1,,5595670,B23K15/006,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2163,"In re Rembrandt Technologies, LP",496 Fed.Appx. 36,2012 WL 4017470,13/9/2012,1,1,,5243627,H03M13/27,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2164,"Icon Health & Fitness, Inc. v. Octane Fitness, LLC",496 Fed.Appx. 57,2012 WL 5237021,24/10/2012,1,1,,6019710,A63B22/0664,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2174,"SafeTCare Mfg., Inc. v. Tele-Made, Inc.",497 F.3d 1262,83 U.S.P.Q.2d 1618,3/8/2007,1,1,,6357065,A61G7/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2183,"Joy MM Delaware, Inc. v. Cincinnati Mine Machinery, Co.",497 Fed.Appx. 970,2012 WL 5439885,8/11/2012,1,1,,6662932,B65G19/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2186,"Ormco Corp. v. Align Technology, Inc.",498 F.3d 1307,84 U.S.P.Q.2d 1146,24/8/2007,1,1,,6616444,A61C3/00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2188,"BMC Resources, Inc. v. Paymentech, L.P.",498 F.3d 1373,84 U.S.P.Q.2d 1545,20/9/2007,1,2,,5718298,E21B21/063,0,0,5870456,G07F7/08,0,0,,,,,,,,,,,,,,,,,,,,
2189,Textron Innovations Inc. v. American Eurocopter Corp.,498 Fed.Appx. 23,2012 WL 3871717,7/9/2012,1,1,,5462242,B64C25/52,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2191,Lighting Ballast Control LLC v. Philips Elecs. N. Am. Corp.,498 Fed.Appx. 986,2013 WL 11874,2/1/2013,1,1,,5436529,H05B41/298,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2199,"L.B. Plastics, Inc. v. Amerimax Home Products, Inc.",499 F.3d 1303,84 U.S.P.Q.2d 1341,12/9/2007,1,1,,6463700,E04D13/076,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2202,"Stored Value Solutions, Inc. v. Card Activation Technologies, Inc.",499 Fed.Appx. 5,2012 WL 6097674,10/12/2012,1,1,,6032859,G07F7/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2217,"Accentra, Inc. v. Staples, Inc.",500 Fed.Appx. 922,2013 WL 49556,4/1/2013,1,3,,7080768,B25C5/025,1,1,7290692,B25C5/11,0,0,7178709,B25C5/0242,1,1,,,,,,,,,,,,,,,,
2233,"Forest Laboratories, Inc. v. Ivax Pharmaceuticals, Inc.",501 F.3d 1263,84 U.S.P.Q.2d 1099,5/9/2007,1,1,,RE34712,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2235,"Gillespie v. Dywidag Systems Intern., USA",501 F.3d 1285,84 U.S.P.Q.2d 1051,6/9/2007,1,2,,5230589,E21D21/008,1,1,5259703,E21D21/008,1,1,,,,,,,,,,,,,,,,,,,,
2236,"ACCO Brands, Inc. v. ABA Locks Mfrs. Co., Ltd.",501 F.3d 1307,84 U.S.P.Q.2d 1267,12/9/2007,1,1,,5502989,E05B73/0005,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Allergan, Inc. v. Barr Laboratories, Inc.",501 Fed.Appx. 965,2013 WL 314446,28/1/2013,1,1,,5688819,A61K31/559,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2251,"Smith & Nephew, Inc. v. Arthrex, Inc.",502 Fed.Appx. 945,2013 WL 163823,16/1/2013,1,1,,5601557,A61F2/0811,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2252,Harris Corp. v. Federal Exp. Corp.,502 Fed.Appx. 957,2013 WL 174185,17/1/2013,1,1,,6047165,G08G5/0013,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2253,"Ernie Ball, Inc. v. Earvana, LLC",502 Fed.Appx. 971,2013 WL 261916,24/1/2013,1,1,,6433264,G10D1/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2255,In re Gabapentin Patent Litigation,503 F.3d 1254,84 U.S.P.Q.2d 1651,21/9/2007,1,1,,6054482,C07C229/28,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2256,Verizon Services Corp. v. Vonage Holdings Corp.,503 F.3d 1295,84 U.S.P.Q.2d 1609,26/9/2007,1,3,Cheif Judge Michel dissented,6282574,H04L61/4511,0,0,6104711,H04L61/4511,0,0,6359880,H04W84/16,1,1,,,,,,,,,,,,,,,,
2257,"Monsanto Co. v. Syngenta Seeds, Inc.",503 F.3d 1352,84 U.S.P.Q.2d 1705,4/10/2007,1,3,,5538880,C07K14/325,0,0,4940835,C12N15/8275,0,0,6013863,C07K14/325,0,0,,,,,,,,,,,,,,,,
2262,"AllVoice Computing PLC v. Nuance Communications, Inc.",504 F.3d 1236,84 U.S.P.Q.2d 1886,12/10/2007,1,1,,5799273,G06F3/167,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2263,"In re Translogic Technology, Inc.",504 F.3d 1249,84 U.S.P.Q.2d 1929,12/10/2007,1,1,,5162666,H04J3/047,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2265,"Immunocept, LLC v. Fulbright & Jaworski, LLP",504 F.3d 1281,85 U.S.P.Q.2d 1085,15/10/2007,1,1,,5571418,A61M1/34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2267,"CIAS, Inc. v. Alliance Gaming Corp.",504 F.3d 1356,84 U.S.P.Q.2d 1737,27/9/2007,1,1,,5283422,G07F1/06,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2280,U.S. Philips Corp. v. Iwasaki Elec. Co. Ltd.,505 F.3d 1371,85 U.S.P.Q.2d 1097,2/11/2007,1,1,,5109181,H01J61/12,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2290,"Z4 Technologies, Inc. v. Microsoft Corp.",507 F.3d 1340,85 U.S.P.Q.2d 1340,16/11/2007,1,2,,6044471,G06F21/121,1,0,6785825,G06F21/121,1,0,,,,,,,,,,,,,,,,,,,,
2291,"Stumbo v. Eastman Outdoors, Inc.",508 F.3d 1358,85 U.S.P.Q.2d 1275,28/11/2007,1,1,,5628338,E04H15/40,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2292,"Elbex Video, Ltd. v. Sensormatic Electronics Corp.",508 F.3d 1366,85 U.S.P.Q.2d 1137,28/11/2007,1,1,,4989085,G08B13/1961,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2295,"Leoutsakos v. Coll's Hosp. Pharmacy, Inc.",51 Fed.Appx. 310,2002 WL 31546018,15/11/2002,1,1,,5400450,A47C21/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2297,"Nikken USA, Inc. v. Robinsons-May, Inc.",51 Fed.Appx. 874,65 U.S.P.Q.2d 1611,20/11/2002,1,2,,5304111,A61N2/06,1,1,4489711,A61N2/06,1,1,,,,,,,,,,,,,,,,,,,,
2299,"Cordis Corp. v. Medtronic Ave, Inc.",511 F.3d 1157,85 U.S.P.Q.2d 1427,7/1/2008,1,1,,4739762,A61F2/91,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2301,"Baldwin Graphic Systems, Inc. v. Siebert, Inc.",512 F.3d 1338,85 U.S.P.Q.2d 1503,15/1/2008,1,2,,RE35976,,1,0,5974976,B41F35/00,1,1,,,,,,,,,,,,,,,,,,,,
2302,"Innogenetics, N.V. v. Abbott Laboratories",512 F.3d 1363,85 U.S.P.Q.2d 1641,17/1/2008,1,1,,5846704,C12Q1/707,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2306,Monsanto Co. v. Bayer Bioscience N.V.,514 F.3d 1229,85 U.S.P.Q.2d 1582,25/1/2008,1,4,,5254799,C07K14/325,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2307,"Halliburton Energy Services, Inc. v. M-I LLC",514 F.3d 1244,85 U.S.P.Q.2d 1654,25/1/2008,1,1,,6887832,C09K8/34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2308,"TriMed, Inc. v. Stryker Corp.",514 F.3d 1256,85 U.S.P.Q.2d 1787,29/1/2008,1,1,,5931839,A61B17/80,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2310,Oatey Co. v. IPS Corp.,514 F.3d 1271,85 U.S.P.Q.2d 1791,30/1/2008,1,1,,6148850,F16L5/14,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2311,"Miken Composites, L.L.C. v. Wilson Sporting Goods Co.",515 F.3d 1331,85 U.S.P.Q.2d 1865,6/2/2008,1,1,,5415398,A63B59/51,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2320,"TiVo, Inc. v. EchoStar Communications Corp.",516 F.3d 1290,85 U.S.P.Q.2d 1801,31/1/2008,1,1,,6233389,H04N5/775,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2321,"Chamberlain Group, Inc. v. Lear Corp.",516 F.3d 1331,86 U.S.P.Q.2d 1104,19/2/2008,1,1,,6154544,H04L9/32,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2324,"Sitrick v. Dreamworks, LLC",516 F.3d 993,85 U.S.P.Q.2d 1826,1/2/2008,1,1,,5553864,H04N5/272,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2330,"Regents of University of Cal. v. Dakocytomation Cal., Inc.",517 F.3d 1364,85 U.S.P.Q.2d 1929,28/2/2008,1,1,,6596479,C12Q1/6832,1,1,,,,,,,,,,,,,,,,,,,,,,,,
